Serial,Anio,FechaRegistro,Ciudad,Direccion,ValorTasado,MontoVenta,RatioVenta,TipoPropiedad,TipoResidencial,codigoNoUso,observaciones,observacionesOPM,ubicacion,,,,,
22117,2022,07/10/2023,Burlington,16 GILBERT LN,267960.00,610000.00,0.4392,Residential,Single Family,,,,POINT (-72.990215008 41.728352984),,,,,
22117,2022,05/04/2023,Thompson,357 RIVERSIDE DR,33200.00,30000.00,1.1067,Residential,Single Family,,,MOBILE HOME,POINT (-71.883752994 41.954058987),,,,,
22117,2022,04/11/2023,Monroe,15 SCENIC HILL LANE,259700.00,600000.00,0.4328,Residential,Single Family,,,,POINT (-73.230918959 41.334147007),,,,,
22117,2022,04/11/2023,Derby,23 COMMODORE HULL DR,272860.00,451000.00,0.6050,Residential,Single Family,,,,POINT (-73.060842013 41.316007982),,,,,
22117,2022,04/06/2023,Tolland,57 BELVEDERE DR,105500.00,477500.00,0.2209,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.411571291 41.858442147),,,,,
22117,2022,04/03/2023,Wilton,28 OLD KINGDOM RD,597940.00,964700.00,0.6198,Residential,Single Family,,,,POINT (-73.459187017 41.17269198),,,,,
22117,2022,03/28/2023,Darien,11 PARSONS WALK,1205890.00,2700000.00,0.4466,Residential,Single Family,,,,POINT (-73.485955965 41.077198005),,,,,
22117,2022,03/16/2023,Stafford,8 SOUTH RD,1776460.00,5000.00,355.2920,Commercial,,08 - Part Interest,CAMPSITE,,POINT (-72.24138701 41.967390991),,,,,
22117,2022,02/01/2023,North Haven,35 BLEEKER CIR,177460.00,615000.00,0.2886,Residential,Condo,07 - Change in Property,NOT COMPLETE ON 10/01/2022,,POINT (-72.8608944 41.388683),,,,,
22117,2022,01/25/2023,Montville,34 SKYLINE DR,130270.00,185000.00,0.7041,Residential,Single Family,25 - Other,ADMINISTRATOR'S DEED,,POINT (-72.108802987 41.467714981),,,,,
22117,2022,01/11/2023,Watertown,555 NORTHFIELD RD,223500.00,407500.00,0.5484,Residential,Single Family,,,,POINT (-73.120131992 41.627057014),,,,,
221169,2022,09/18/2023,Southington,697-01 SOUTH END RD,148350.00,330000.00,0.4495,Residential,Condo,,,,POINT (-72.872432001 41.563894009),,,,,
221169,2022,09/05/2023,Norwalk,46 SILVERMINE AVENUE,230400.00,250000.00,0.9216,Residential,Single Family,25 - Other,DISTRESS,,POINT (-73.432923999 41.130230013),,,,,
221169,2022,06/26/2023,Fairfield,3659 REDDING ROAD,615020.00,1403000.00,0.4383,Residential,Single Family,,,,POINT (-73.317904004 41.207386982),,,,,
221169,2022,05/26/2023,Waterbury,825 EAST MAIN ST,89728.00,215000.00,0.4173,Residential,Three Family,,,,POINT (-73.026335981 41.552889995),,,,,
221168,2022,09/18/2023,Southington,33 HULL DR,172410.00,390000.00,0.4420,Residential,Single Family,,,,POINT (-72.904823028 41.582902992),,,,,
221168,2022,09/05/2023,Norwalk,2 HILLTOP ROAD,940680.00,2140000.00,0.4395,Residential,Single Family,,,,POINT (-73.427406025 41.070737988),,,,,
221168,2022,06/26/2023,Fairfield,96 LAURELBROOK LANE,1873060.00,3945000.00,0.4747,Residential,Single Family,,,,POINT (-73.285692014 41.184596001),,,,,
221168,2022,05/26/2023,Waterbury,HIGHLAND AVE LOTS,63033.00,50000.00,1.2606,Vacant Land,,25 - Other,2 PARCELS (0557-1176-0031 & 0557-1176-0311),,POINT (-73.052539236 41.537779166),,,,,
221167,2022,09/18/2023,Southington,108 MULBERRY ST,161740.00,380000.00,0.4256,Residential,Single Family,,,,POINT (-72.891819008 41.573806993),,,,,
221167,2022,09/05/2023,Norwalk,8 DEVILS GARDEN ROAD,445710.00,1125000.00,0.3961,Residential,Single Family,,,,POINT (-73.436757966 41.087058015),,,,,
221167,2022,06/26/2023,Fairfield,445 MOREHOUSE HIGHWAY,651910.00,1370000.00,0.4758,Residential,Single Family,,,,POINT (-73.249402984 41.196212019),,,,,
221167,2022,05/26/2023,Waterbury,116 HAMDEN AVE UNIT K,36553.00,130000.00,0.2811,Residential,Condo,,,,POINT (-73.023620999 41.574733989),,,,,
221166,2022,09/15/2023,Southington,131 ROSEANNA RD,225320.00,520000.00,0.4333,Residential,Single Family,,,,POINT (-72.927648962 41.57233798),,,,,
221166,2022,09/01/2023,Norwalk,6 CLARMORE DRIVE UNIT 1A,82340.00,250000.00,0.3293,Residential,Condo,,,,POINT (-73.421148012 41.113290983),,,,,
221166,2022,06/26/2023,Fairfield,125 KATONA DRIVE UNIT 4A6,180390.00,265000.00,0.6807,Residential,Condo,01 - Family,,,POINT (-73.248059029 41.178652016),,,,,
221166,2022,05/26/2023,Waterbury,895 HAMILTON AVE UNIT 8,44000.00,95000.00,0.4631,Residential,Condo,,,,POINT (-73.018862006 41.538675),,,,,
221165,2022,09/15/2023,Southington,985 SAVAGE ST,370550.00,765000.00,0.4843,Residential,Single Family,,,,POINT (-72.851313964 41.578716986),,,,,
221165,2022,09/01/2023,Norwalk,97 RICHARDS AVENUE #E-5,172650.00,325000.00,0.5312,Residential,Condo,,,,POINT (-73.452215033 41.095808009),,,,,
221165,2022,06/26/2023,Fairfield,205 STERLING STREET,233660.00,499999.00,0.4673,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.234881001 41.175245988),,,,,
221165,2022,05/26/2023,Waterbury,237 WOOD ST,20385.00,50000.00,0.4077,Residential,Single Family,,,,POINT (-73.024880967 41.559233),,,,,
221164,2022,09/15/2023,Southington,782 KETTLE PATH,136910.00,260000.00,0.5265,Residential,Condo,14 - Foreclosure,FORECLOSURE,,POINT (-72.863571994 41.60019599),,,,,
221164,2022,09/01/2023,Norwalk,517 FOXBORO DRIVE,242291.00,350000.00,0.6923,Residential,Condo,25 - Other,DISTRESS,,POINT (-73.416008983 41.158970008),,,,,
221164,2022,06/26/2023,Fairfield,76 ARBOR TERRACE,318290.00,675000.00,0.4715,Residential,Single Family,,,,POINT (-73.296145002 41.14013101),,,,,
221164,2022,05/26/2023,Waterbury,58 ROBINCREST DR,102015.00,246000.00,0.4146,Residential,Single Family,,,,POINT (-73.064811012 41.554969),,,,,
221163,2022,09/14/2023,Southington,2 POND RD (TP),100.00,177995.00,0.0005,Residential,Single Family,07 - Change in Property,NEW MANUFACTURED HOME PLACEMENT,,POINT (-72.885209039 41.637674999),,,,,
221163,2022,09/01/2023,Norwalk,285 ROWAYTON AVE,292210.00,545000.00,0.5361,Residential,Single Family,,,,POINT (-73.445573968 41.076254999),,,,,
221163,2022,06/26/2023,Fairfield,50 CEDAR WOOD LANE,424410.00,780000.00,0.5441,Residential,Single Family,,,,POINT (-73.237213014 41.20254899),,,,,
221163,2022,05/26/2023,Waterbury,146 FERN ST,83700.00,243000.00,0.3444,Residential,Single Family,,,,POINT (-73.038480018 41.576831979),,,,,
221162,2022,09/14/2023,Southington,745 OLD TURNPIKE RD,137820.00,200000.00,0.6891,Residential,Single Family,,,,POINT (-72.886113028 41.575048017),,,,,
221162,2022,09/01/2023,Norwalk,8 WHITE BARNS LANE,0.00,1760000.00,0.0000,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION / NEW PARCEL,,POINT (-73.4129058 41.1180499),,,,,
221162,2022,06/26/2023,Fairfield,111 WOODLAND ROAD,321790.00,801000.00,0.4017,Residential,Single Family,07 - Change in Property,PERMIT WORD,,POINT (-73.248199007 41.196972007),,,,,
221162,2022,05/26/2023,Waterbury,61 ROCKRIDGE RD,83258.00,314000.00,0.2652,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #220397,POINT (-72.999204012 41.554448987),,,,,
221161,2022,09/13/2023,Southington,913 SWEETHEART PATH,194370.00,350000.00,0.5553,Residential,Condo,,,,POINT (-72.866517982 41.60159099),,,,,
221161,2022,09/01/2023,Norwalk,1 CREST ROAD,568118.00,2000000.00,0.2840,Residential,Single Family,,,,POINT (-73.440897033 41.071363991),,,,,
221161,2022,06/23/2023,Fairfield,43 BAYBERRY ROAD,377580.00,925000.00,0.4081,Residential,Single Family,,,,POINT (-73.242320024 41.194503997),,,,,
221161,2022,05/24/2023,Waterbury,518 WOODTICK RD,75305.00,238000.00,0.3164,Residential,Single Family,,,GOOD SALE PER MLS,POINT (-73.001820004 41.560863993),,,,,
221160,2022,09/12/2023,Southington,221 NORTH MAIN ST,189620.00,245000.00,0.7739,Commercial,,,,,POINT (-72.877701033 41.606872008),,,,,
221160,2022,09/01/2023,Norwalk,199 GREGORY BLVD UNIT 1B,403540.00,800000.00,0.5044,Residential,Condo,,,,POINT (-73.399039988 41.088686996),,,,,
221160,2022,06/23/2023,Fairfield,20 SKY TOP DRIVE,590590.00,1315000.00,0.4491,Residential,Single Family,,,,POINT (-73.233533023 41.208604999),,,,,
221160,2022,05/24/2023,Waterbury,97 WALL ST,36060.00,90000.00,0.4006,Residential,Single Family,,,,POINT (-73.026395996 41.556002992),,,,,
22116,2022,09/11/2023,Lebanon,79 BUSH HILL RD,140380.00,310000.00,0.4528,Residential,Single Family,,,,POINT (-72.20389702 41.681356994),,,,,
22116,2022,08/10/2023,Beacon Falls,11 BETHANY ROAD,147240.00,210000.00,0.7011,Residential,Single Family,,,,POINT (-73.059135961 41.437669001),,,,,
22116,2022,07/31/2023,Haddam,78 CHRISTIAN HILL RD,157630.00,350000.00,0.4503,Residential,Single Family,,,,POINT (-72.570723972 41.497817999),,,,,
22116,2022,07/11/2023,Orange,474 PECK LA,387300.00,600000.00,0.6455,Residential,Single Family,01 - Family,,,POINT (-73.028171031 41.264026017),,,,,
22116,2022,07/03/2023,Burlington,53 CHAROLAIS WAY,356230.00,795000.00,0.4480,Residential,Single Family,,,,POINT (-72.994405959 41.769137984),,,,,
22116,2022,05/03/2023,Thompson,1126 RIVERSIDE DR,64200.00,150000.00,0.4280,Residential,Single Family,,,,POINT (-71.899155999 41.998016998),,,,,
22116,2022,04/11/2023,Derby,16 LAFAYETTE ST,76230.00,286000.00,0.2665,Residential,Two Family,,,,POINT (-73.092132999 41.323228991),,,,,
22116,2022,04/10/2023,Monroe,199 CHURCH STREET,383100.00,825000.00,0.4643,Residential,Single Family,,,,POINT (-73.21602197 41.325439006),,,,,
22116,2022,04/05/2023,Tolland,69 GEHRING RD EXT,180800.00,405500.00,0.4458,Residential,Single Family,,,,POINT (-72.372623976 41.843887),,,,,
22116,2022,03/31/2023,Wilton,27 TELVA RD,387940.00,915000.00,0.4239,Residential,Single Family,,,,POINT (-73.456856009 41.16046798),,,,,
22116,2022,03/23/2023,Darien,7 DEVON ROAD,676970.00,1360000.00,0.4977,Residential,Single Family,,,,POINT (-73.509621012 41.076810007),,,,,
22116,2022,03/09/2023,Stafford,19 MORTON ST,114170.00,145000.00,0.7873,Residential,Single Family,14 - Foreclosure,,,POINT (-72.305520974 41.955904012),,,,,
22116,2022,02/01/2023,North Haven,22 NEWBURY CT,1.00,459900.00,0.0000,Residential,Condo,07 - Change in Property,NOT COMPLETE ON 10/01/2022,,POINT (-72.8608944 41.388683),,,,,
22116,2022,01/24/2023,Montville,6 VERMONT DR,127120.00,201000.00,0.6324,Residential,Single Family,14 - Foreclosure,FORECLOSED PROPERTY SOLD BY BANK,,POINT (-72.197291996 41.476480985),,,,,
22116,2022,01/09/2023,Watertown,26 SPRUCEWOOD RD,145400.00,325000.00,0.4473,Residential,Single Family,,,,POINT (-73.096692 41.575833988),,,,,
221159,2022,09/12/2023,Southington,59 ACRE WAY,408150.00,965000.00,0.4229,Residential,Single Family,,,,POINT (-72.919599988 41.617450012),,,,,
221159,2022,09/01/2023,Norwalk,10 1/2 CLARA DRIVE,256410.00,550000.00,0.4662,Residential,Single Family,,,,POINT (-73.397859984 41.135295993),,,,,
221159,2022,06/23/2023,Fairfield,65 HILLSIDE ROAD,836360.00,1050000.00,0.7965,Commercial,,,,,POINT (-73.283340974 41.161192009),,,,,
221159,2022,05/24/2023,Waterbury,3263 EAST MAIN ST UNIT A,53315.00,232000.00,0.2298,Residential,Condo,07 - Change in Property,,TOTAL RENOVATION AFTER FIRE PER MLS,POINT (-72.979708041 41.546602017),,,,,
221158,2022,09/11/2023,Southington,38 SOUTH END RD,160970.00,340000.00,0.4734,Residential,Single Family,,,,POINT (-72.870081967 41.581548979),,,,,
221158,2022,09/01/2023,Norwalk,18 EAGLE ROAD,247940.00,555000.00,0.4467,Residential,Single Family,,,,POINT (-73.432395017 41.114960993),,,,,
221158,2022,06/23/2023,Fairfield,30 MERTON STREET,434350.00,1070000.00,0.4059,Residential,Single Family,,,,POINT (-73.269716023 41.145657995),,,,,
221158,2022,05/23/2023,Waterbury,225 & 230 BISHOP ST,101060.00,1054000.00,0.0958,Residential,Three Family,25 - Other,W/ 23 VERMONT ST & 25 GREEN ST - BULK SALE (3) 3 FAM & (1) 4 FAM,,POINT (-73.037284004 41.564702988),,,,,
221157,2022,09/11/2023,Southington,178 GWEN RD,134990.00,350000.00,0.3856,Residential,Single Family,,,,POINT (-72.845607983 41.547288998),,,,,
221157,2022,09/01/2023,Norwalk,132 WATER STREET,3018440.00,5750000.00,0.5249,Industrial,,,,,POINT (-73.413554008 41.095103007),,,,,
221157,2022,06/23/2023,Fairfield,262 MELVILLE AVENUE,273350.00,400000.00,0.6833,Residential,Two Family,01 - Family,,,POINT (-73.226709111 41.181622911),,,,,
221157,2022,05/23/2023,Waterbury,NORRIS ST LOT,23660.00,50000.00,0.4732,Vacant Land,,,0329-0385-0024,,POINT (-72.98264967 41.546220096),,,,,
221156,2022,09/11/2023,Southington,7 SULTANA TERR,280800.00,635001.00,0.4422,Residential,Single Family,,,,POINT (-72.863916994 41.560615008),,,,,
221156,2022,08/31/2023,Norwalk,4 DASKAMS LANE UNIT 109,303510.00,665000.00,0.4564,Residential,Condo,,,,POINT (-73.408791997 41.113939994),,,,,
221156,2022,06/23/2023,Fairfield,100 BURRWOOD COMMONS,1023190.00,2227500.00,0.4593,Residential,Single Family,,,,POINT (-73.286727012 41.192563),,,,,
221156,2022,05/23/2023,Waterbury,90 WAKELEE RD UNIT 20,32718.00,90000.00,0.3635,Residential,Condo,,,,POINT (-73.004047998 41.574100988),,,,,
221155,2022,09/11/2023,Southington,68 PARKVIEW DR,110580.00,236300.00,0.4680,Residential,Single Family,14 - Foreclosure,,PURCHASE OF A FORECLOSED PROPERTY,POINT (-72.864767002 41.568921014),,,,,
221155,2022,08/31/2023,Norwalk,8 VAIL STREET,247020.00,582000.00,0.4244,Residential,Single Family,,,,POINT (-73.434607002 41.131223981),,,,,
221155,2022,06/23/2023,Fairfield,160 FAIRFIELD WOODS ROAD UNIT,225120.00,400000.00,0.5628,Residential,Condo,,,,POINT (-73.23900297 41.198364995),,,,,
221155,2022,05/23/2023,Waterbury,343 WEST MAIN ST,740560.00,1750000.00,0.4231,Commercial,,25 - Other,BULK PURCHASE,,POINT (-73.04689 41.557687),,,,,
221154,2022,09/11/2023,Southington,326 BRISTOL ST,135330.00,225000.00,0.6014,Residential,Two Family,,,,POINT (-72.886192991 41.591307987),,,,,
221154,2022,08/31/2023,Norwalk,88 SOUNDVIEW AVENUE,169480.00,275000.00,0.6163,Residential,Single Family,25 - Other,DISTRESS,,POINT (-73.43444104 41.088388013),,,,,
221154,2022,06/23/2023,Fairfield,46 BROOKLAWN TERRACE,397460.00,757500.00,0.5246,Residential,Single Family,,,,POINT (-73.220225998 41.195229996),,,,,
221154,2022,05/23/2023,Waterbury,32 HOWARD AVE,108095.00,265000.00,0.4079,Residential,Three Family,,,,POINT (-72.955416226 41.479279349),,,,,
221153,2022,09/11/2023,Southington,82 HARNESS DR,189830.00,375000.00,0.5062,Residential,Single Family,,,,POINT (-72.850053996 41.628159988),,,,,
221153,2022,08/31/2023,Norwalk,3 CLARMORE DRIVE,127320.00,300000.00,0.4244,Residential,Condo,,,,POINT (-73.421148012 41.113290983),,,,,
221153,2022,06/22/2023,Fairfield,77 JARVIS COURT,174300.00,340000.00,0.5126,Residential,Single Family,11 - Court Order,,,POINT (-73.24829498 41.134003001),,,,,
221153,2022,05/23/2023,Waterbury,44 GILBERT ST,47643.00,80000.00,0.5955,Residential,Single Family,25 - Other,PRIVATE SALE,,POINT (-73.048825969 41.559164017),,,,,
221152,2022,09/11/2023,Southington,55 BRANDYWINE PL,308370.00,685000.00,0.4501,Residential,Single Family,,,,POINT (-72.919037981 41.609116011),,,,,
221152,2022,08/30/2023,Norwalk,19 DOCK ROAD,435770.00,650000.00,0.6704,Residential,Single Family,,,,POINT (-73.417666002 41.08008599),,,,,
221152,2022,06/22/2023,Fairfield,134 COLONY STREET,291410.00,685000.00,0.4254,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.246347026 41.154679019),,,,,
221152,2022,05/23/2023,Waterbury,493 MEADOW ST,195398.00,500000.00,0.3907,Commercial,,,MIXED USE RETAIL,,POINT (-73.046857981 41.557477997),,,,,
221151,2022,09/08/2023,Southington,41 OXFORD LN,87370.00,1125000.00,0.0776,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.878105 41.600428),,,,,
221151,2022,08/30/2023,Norwalk,74 CRANBURY ROAD,706352.00,1400000.00,0.5045,Residential,Single Family,,,,POINT (-73.390099012 41.149643004),,,,,
221151,2022,06/22/2023,Fairfield,1163 UNQUOWA ROAD,698980.00,1099000.00,0.6360,Residential,Single Family,,,,POINT (-73.269389967 41.149783987),,,,,
221151,2022,05/23/2023,Waterbury,110 COLUMBIA BLVD,147908.00,475000.00,0.3113,Residential,Two Family,,,,POINT (-73.042892 41.56864198),,,,,
221150,2022,09/08/2023,Southington,60 RIVER CREST DR,137300.00,290740.00,0.4722,Residential,Condo,,,,POINT (-72.895524983 41.563154013),,,,,
221150,2022,08/30/2023,Norwalk,24 WINFIELD COURT,251170.00,550000.00,0.4566,Residential,Single Family,,,,POINT (-73.395466028 41.10444401),,,,,
221150,2022,06/22/2023,Fairfield,39 GREEN ACRE LANE,329630.00,800611.00,0.4117,Residential,Single Family,,,,POINT (-73.246659 41.160273981),,,,,
22115,2022,09/11/2023,Lebanon,1101 TRUMBULL HWY,130980.00,50000.00,2.6196,Residential,Single Family,25 - Other,Y0179500 OUT OF ESTATE,,POINT (-72.198020971 41.625577985),,,,,
22115,2022,08/07/2023,Beacon Falls,96 FIELDSTONE LANE,0.00,654730.00,0.0000,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION,,POINT (-73.038447718 41.426261321),,,,,
22115,2022,07/27/2023,Haddam,28 NOVEMBER TRAIL,173430.00,410000.00,0.4230,Residential,Single Family,,,,POINT (-72.482864024 41.453460004),,,,,
22115,2022,07/11/2023,Orange,301 GRASSY HILL RD,188000.00,510000.00,0.3686,Residential,Single Family,07 - Change in Property,REMODELED AFTER ASSESSMENT DATE,,POINT (-73.05115597 41.259578998),,,,,
22115,2022,06/30/2023,Burlington,254 & 256 SPIELMAN HWY,184030.00,225000.00,0.8179,Commercial,,25 - Other,TWO ADJACENT PROPERTIES SOLD TOGETHER STORE/SHOP,,POINT (-72.964554985 41.76945),,,,,
22115,2022,05/01/2023,Thompson,81 LEHTINEN RD,154200.00,392000.00,0.3933,Residential,Single Family,,,,POINT (-71.828781959 41.99345301),,,,,
22115,2022,04/10/2023,Derby,1 FIFTH ST,65660.00,105000.00,0.6253,Residential,Single Family,,,,POINT (-73.08782403 41.323232009),,,,,
22115,2022,04/06/2023,Monroe,12 BART ROAD,200800.00,450000.00,0.4462,Residential,Single Family,07 - Change in Property,,,POINT (-73.26332499 41.332910006),,,,,
22115,2022,04/04/2023,Tolland,294 TOLLAND STAGE RD,310700.00,510000.00,0.6092,Residential,Single Family,,,,POINT (-72.401222024 41.873187996),,,,,
22115,2022,03/31/2023,Wilton,104 RIVERGATE DR,395010.00,785000.00,0.5031,Residential,Single Family,,,,POINT (-73.392334969 41.187284999),,,,,
22115,2022,03/27/2023,Darien,2 VALLEY FORGE ROAD,3279290.00,5150000.00,0.6368,Residential,Single Family,25 - Other,Not an arms length sale/ not listed on the market,,POINT (-73.490050022 41.107795011),,,,,
22115,2022,03/07/2023,Stafford,51 OLD SPRINGFIELD RD,1081710.00,20000.00,54.0855,Commercial,,08 - Part Interest,CAMPSITE,,POINT (-72.362771971 41.976389006),,,,,
22115,2022,01/31/2023,North Haven,2 PRIMROSE ST,209770.00,240000.00,0.8740,Residential,Single Family,25 - Other,TRUSTEE DEED,,POINT (-72.890545965 41.377495989),,,,,
22115,2022,01/23/2023,Montville,20 HEATHER BROOK RD,121800.00,225000.00,0.5413,Residential,Single Family,,,,POINT (-72.134370977 41.437004987),,,,,
22115,2022,01/04/2023,Watertown,0 FLINTOCK RD,52400.00,95000.00,0.5515,Vacant Land,,,,,POINT (-73.131463911 41.590145974),,,,,
221149,2022,09/08/2023,Southington,37 COACH RD,83290.00,220000.00,0.3785,Residential,Condo,,,,POINT (-72.858287959 41.601695009),,,,,
221149,2022,08/30/2023,Norwalk,2 KENT ROAD,385720.00,675000.00,0.5714,Residential,Single Family,,,,POINT (-73.449452023 41.100675003),,,,,
221149,2022,06/22/2023,Fairfield,868 MILL PLAIN ROAD,335160.00,770000.00,0.4352,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.265831011 41.152215996),,,,,
221149,2022,05/23/2023,Waterbury,345 STILLSON RD,83528.00,210000.00,0.3977,Residential,Single Family,,,,POINT (-73.00747804 41.562708012),,,,,
221148,2022,09/08/2023,Southington,40 BALDWIN CIR,287600.00,625000.00,0.4601,Residential,Single Family,,,,POINT (-72.85785101 41.621943005),,,,,
221148,2022,08/30/2023,Norwalk,8 OAKWOOD AVENUE UNIT C4,188160.00,365000.00,0.5155,Residential,Condo,,,,POINT (-73.429014009 41.14805501),,,,,
221148,2022,06/22/2023,Fairfield,409 PEQUOT AVENUE,1036490.00,1800000.00,0.5758,Commercial,,,,,POINT (-73.28450103 41.135585001),,,,,
221148,2022,05/22/2023,Waterbury,231 GAYLORD DR,102855.00,265000.00,0.3881,Residential,Single Family,,,,POINT (-73.069975019 41.56654399),,,,,
221147,2022,09/07/2023,Southington,35 CORTLAND WAY,226680.00,425000.00,0.5333,Residential,Single Family,,,,POINT (-72.897546027 41.609781995),,,,,
221147,2022,08/30/2023,Norwalk,30 HOMER STREET,296250.00,450000.00,0.6583,Residential,Single Family,,,,POINT (-73.409923973 41.130377995),,,,,
221147,2022,06/21/2023,Fairfield,571 BURROUGHS ROAD,307790.00,710000.00,0.4335,Residential,Single Family,07 - Change in Property,PERMIT WORK,,POINT (-73.244673998 41.183786979),,,,,
